date,ref_1,ref_1_count,ref_1_uniques,ref_2,ref_2_count,ref_2_uniques,ref_3,ref_3_count,ref_3_uniques,ref_4,ref_4_count,ref_4_uniques,ref_5,ref_5_count,ref_5_uniques,ref_6,ref_6_count,ref_6_uniques,ref_7,ref_7_count,ref_7_uniques,ref_8,ref_8_count,ref_8_uniques,ref_9,ref_9_count,ref_9_uniques,ref_10,ref_10_count,ref_10_uniques
2026-04-08,github.com,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-09,github.com,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-10,github.com,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-11,github.com,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-12,github.com,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-14,github.com,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-15,github.com,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-16,github.com,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-17,github.com,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-18,github.com,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-18,github.com,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-19,github.com,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-21,github.com,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-21,github.com,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-23,github.com,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-24,github.com,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-25,github.com,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-25,github.com,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-27,github.com,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-28,github.com,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-29,github.com,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-30,github.com,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-01,github.com,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-02,github.com,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-03,github.com,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-04,github.com,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-05,Google,1,1,github.com,1,1,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-06,Google,1,1,github.com,1,1,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-07,Google,1,1,github.com,1,1,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-08,Google,1,1,github.com,1,1,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-09,Google,1,1,github.com,1,1,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-10,Google,1,1,github.com,1,1,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-11,Google,1,1,github.com,1,1,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-12,Google,1,1,github.com,1,1,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-13,Google,1,1,github.com,1,1,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-14,Google,1,1,github.com,1,1,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-15,Google,1,1,github.com,1,1,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-16,Google,1,1,github.com,1,1,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-17,Google,1,1,github.com,1,1,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-18,Google,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-21,github.com,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-22,github.com,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-23,github.com,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-24,github.com,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-25,github.com,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-26,github.com,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-27,github.com,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-28,github.com,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
