date,count,uniques
2025-02-19,2,1
2025-02-25,1,1
2025-03-07,1,1
2025-03-13,1,1
2025-03-18,2,2
2025-03-19,1,1
2025-03-21,1,1
2025-04-12,2,1
2025-04-12,2,1
2025-04-19,1,1
2025-05-12,1,1
2025-05-13,1,1
2025-05-23,1,1
2025-05-25,1,1
2025-05-30,5,1
2025-05-31,1,1
2025-06-06,7,1
2025-06-09,4,1
2025-06-12,1,1
2025-06-14,1,1
2025-06-20,3,2
2025-06-23,2,1
2025-06-30,1,1
2025-07-01,2,1
2025-07-02,3,1
2025-07-23,1,1
2025-07-25,1,1
2025-07-30,2,1
2025-07-31,1,1
2025-08-05,1,1
2025-08-07,8,7
2025-08-08,2,2
2025-08-12,4,1
2025-08-18,1,1
2025-09-02,1,1
2025-09-04,1,1
2025-09-16,1,1
2025-09-26,1,1
2025-09-27,1,1
2025-09-28,1,1
2025-10-05,5,1
2025-10-11,1,1
2025-10-15,1,1
2025-10-25,1,1
2025-10-28,1,1
2025-10-29,1,1
2025-11-08,3,2
2025-11-12,1,1
2025-11-15,3,1
2025-11-17,5,1
2025-11-22,1,1
2025-12-01,1,1
2025-12-05,1,1
2025-12-18,1,1
2025-12-23,1,1
2025-12-29,0,0
2025-12-30,5,1
2025-12-31,0,0
2026-01-01,0,0
2026-01-02,0,0
2026-01-08,0,0
2026-01-11,0,0
2026-01-13,0,0
2026-01-14,1,1
2026-01-17,0,0
2026-01-18,0,0
2026-01-19,0,0
2026-01-20,0,0
2026-01-21,0,0
2026-01-22,0,0
2026-01-26,0,0
2026-01-27,0,0
2026-01-29,0,0
2026-01-30,0,0
2026-02-04,0,0
2026-02-05,8,1
2026-02-06,1,1
2026-02-08,2,1
2026-02-09,1,1
2026-02-10,0,0
2026-02-11,2,1
2026-02-14,1,1
2026-02-15,0,0
2026-02-16,0,0
2026-02-17,0,0
2026-02-18,0,0
2026-02-19,0,0
2026-02-20,0,0
2026-02-22,0,0
2026-02-24,0,0
2026-03-01,0,0
2026-03-02,0,0
2026-03-03,0,0
2026-03-05,0,0
2026-03-06,0,0
2026-03-07,3,1
2026-03-08,0,0
2026-03-09,0,0
2026-03-10,0,0
2026-03-11,0,0
2026-03-12,1,1
2026-03-13,0,0
2026-03-14,0,0
2026-03-15,0,0
2026-03-16,0,0
2026-03-17,0,0
2026-03-18,0,0
2026-03-19,0,0
2026-03-20,0,0
2026-03-21,0,0
2026-03-22,0,0
2026-03-23,0,0
2026-03-24,0,0
2026-03-25,2,1
2026-03-26,0,0
2026-03-27,0,0
2026-03-28,0,0
2026-03-29,0,0
2026-03-30,1,1
2026-03-31,0,0
2026-04-01,4,2
2026-04-02,0,0
2026-04-03,0,0
2026-04-04,4,4
2026-04-05,0,0
2026-04-06,0,0
2026-04-07,0,0
2026-04-08,0,0
2026-04-09,0,0
2026-04-10,0,0
2026-04-11,0,0
2026-04-16,0,0
2026-04-17,0,0
2026-04-18,1,1
2026-04-20,0,0
2026-04-23,2,2
2026-04-24,3,1
