date,count,uniques
2025-06-19,2,1
2025-06-20,8,2
2025-06-25,1,1
2025-06-30,1,1
2025-07-04,6,1
2025-07-06,2,2
2025-07-07,1,1
2025-07-09,1,1
2025-07-17,1,1
2025-07-18,1,1
2025-07-23,1,1
2025-07-25,1,1
2025-07-26,1,1
2025-07-28,3,1
2025-08-12,1,1
2025-08-13,1,1
2025-08-27,1,1
2025-08-29,1,1
2025-09-25,1,1
2025-09-26,1,1
2025-10-01,1,1
2025-10-14,1,1
2025-10-28,1,1
2025-11-29,1,1
2025-12-23,3,1
2025-12-29,0,0
2025-12-30,0,0
2025-12-31,0,0
2026-01-01,0,0
2026-01-03,0,0
2026-01-06,0,0
2026-01-08,0,0
2026-01-15,0,0
2026-01-22,0,0
